游戏名称,游戏URL,AppID,原价,折扣价,基本好评率,详细好评率,基本标签,详细标签,基本发布时间,详细发布日期,游戏描述,开发商,发行商
Plague Inc: Evolved,https://store.steampowered.com/app/246620/Plague_Inc_Evolved/?snr=1_7_7_7000_150_3,246620,85.0,425.0,94.0,92.0,[],"['独立', '氛围', '模拟', '多人', '疫病爆发模拟', '僵尸', '单人', '战术', '重玩价值', '合作', '休闲', '拟真', '后末日', '沙盒', '2D', '策略', '生存', '欲罢不能', '抢先体验', '困难']",2016-02-18,2016-02-18,《瘟疫公司：物竞天择》是一款结合高度战略性和高度真实性的全新模拟游戏。在游戏中，您释放特定的病原体感染“零号病人”，并由此不断修正其传染性和抵抗力以便应对来自人类的反击措施，从而终结人类的历史毁灭全世界。,未知,Ndemic Creations
鬼武者2 (Onimusha 2: Samurai's Destiny),https://store.steampowered.com/app/3046600/2_Onimusha_2_Samurais_Destiny/?snr=1_7_7_7000_150_3,3046600,,,86.0,,[],[],2025-05-22,,未知,未知,未知
使命召唤®：战争地带™,https://store.steampowered.com/app/1962663/_/?snr=1_7_7_7000_150_3,1962663,,,31.0,,[],[],2022-11-16,,未知,未知,未知
Stardew Valley,https://store.steampowered.com/app/413150/Stardew_Valley/?snr=1_7_7_7000_150_3,413150,,,98.0,,[],[],2016-02-26,,未知,未知,未知
Monster Hunter Wilds - 追加肢体动作“Street Fighter 6 波动拳”,https://store.steampowered.com/app/3360510/Monster_Hunter_Wilds__Street_Fighter_6/?snr=1_7_7_7000_150_3,3360510,,,60.0,,[],[],2025-05-27,,未知,未知,未知
双影奇境,https://store.steampowered.com/app/2001120/_/?snr=1_7_7_7000_150_3,2001120,,,97.0,,[],[],2025-03-06,,未知,未知,未知
Monster Hunter Wilds - 追加阿尔玛服装“春丽套装【SF6】”,https://store.steampowered.com/app/3360490/Monster_Hunter_Wilds__SF6/?snr=1_7_7_7000_150_3,3360490,,,75.0,,[],[],2025-05-27,,未知,未知,未知
Factorio,https://store.steampowered.com/app/427520/Factorio/?snr=1_7_7_7000_150_3,427520,,,97.0,98.0,[],"['独立', '制作', '火车', '管理', '城市营造', '模拟', '基地建设', '多人', '自动化', '资源管理', '单人', '像素图形', '建造', '合作', '开放世界', '沙盒', '2D', '策略', '可模组化', '生存']",2020-08-14,2020-08-14,「异星工厂」Factorio 是一款2D生产建设模拟游戏，在这里你需要设计并建设出不同的自动生产流水线，不断生产出愈加复杂的工业品。尽情开动你的想象力，将传送带、机械臂、组装机等简单的设备精密结合，创造出属于你自己的自动化流水生产建筑群。同时别忘了在异星虫子的威胁下保护好你的工业帝国。,未知,Wube Software LTD.
Monster Hunter Wilds - 追加肢体动作“Street Fighter 6 龙卷旋风腿”,https://store.steampowered.com/app/3502660/Monster_Hunter_Wilds__Street_Fighter_6/?snr=1_7_7_7000_150_3,3502660,,,,,[],"['动作', '冒险', '角色扮演']",2025-05-27,2025-05-27,未知,未知,未知
Strinova,https://store.steampowered.com/app/1282270/Strinova/?snr=1_7_7_7000_150_3,1282270,,,75.0,77.0,[],"['动漫', '多人在线战术竞技', '团队导向', '英雄射击', '即时战术', '动作', '多人', '第三人称射击', '射击', '第三人称', '在线合作', '合作', '免费开玩', '休闲', '玩家对战', '女性主角', '3D', '2D', '第一人称射击', '电竞']",2024-11-21,2024-11-21,《Strinova》是一款动漫第三人称战术竞技射击游戏。3D与2D任意切换，全新的战术射击体系，带来独一无二的射击体验。,未知,iDreamSky
Scar-Lead Salvation,https://store.steampowered.com/app/3226460/ScarLead_Salvation/?snr=1_7_7_7000_150_3,3226460,,,,,[],"['控制器', '动漫', '动作角色扮演', '动作', '第三人称射击', '动作类 Rogue', '射击', '第三人称', '科幻', '战斗', '弹幕射击', '角色扮演', '女性主角', '单人', '3D']",2025-05-29,2025-05-29,操作主角薇洛击溃来袭的机械兵器的纯正第三人称射击！ 享受枪林弹雨带来的刺激！,未知,Idea Factory International
超级机器人大战30,https://store.steampowered.com/app/898750/30/?snr=1_7_7_7000_150_3,898750,907.5,299.45,86.0,77.0,[],"['机器人', '动漫', '视觉小说', '等角视角', '模拟', '回合战略', '故事架构丰富', '角色扮演', '单人', '日系角色扮演', '回合制战斗', '战术角色扮演', '科幻', '回合制', '机甲', '策略角色扮演', '2D', '策略', '回合制战术', '剧情丰富']",2021-10-27,2021-10-27,累积30年的岁月——战斗吧！为了这颗星球的未来 超级机器人大战系列，是让各种动画作品中登场的机器人， 超越不同作品的藩篱齐聚一堂，迎战共同敌人的模拟RPG游戏。,未知,Bandai Namco Entertainment
Slay the Spire,https://store.steampowered.com/app/646570/Slay_the_Spire/?snr=1_7_7_7000_150_3,646570,140.0,952.0,97.0,96.0,[],"['独立', '好评原声音轨', '迷宫探索', '牌组构建式类 Rogue', '卡牌战斗', '单人', '角色扮演', '奇幻', '类 Rogue', '重玩价值', '休闲', '卡牌游戏', '程序生成', '回合制', '轻度 Rogue', '仅鼠标', '2D', '策略', '牌组构建', '困难']",2019-01-23,2019-01-23,我们将卡牌游戏与Roguelike游戏融为一体，制作出了这款最棒的单机组牌游戏。打造出独一无二的牌组、遇见无数离奇的生物、发现威力强大的遗物、去屠戮这座高塔吧！,未知,Mega Crit
百日战纪 -最终防卫学园-,https://store.steampowered.com/app/3014080/_/?snr=1_7_7_7000_150_3,3014080,,,89.0,,[],[],2025-04-23,,未知,未知,未知
Dune: Awakening 沙丘：觉醒,https://store.steampowered.com/app/1172710/Dune_Awakening/?snr=1_7_7_7000_150_3,1172710,,,,,[],"['角色自定义', '制作', '探索', '玩家对战环境', '动作', '基地建设', '多人', '第三人称', '故事架构丰富', '角色扮演', '建造', '在线合作', '开放世界', '玩家对战', '科幻', '沙盒', '开放世界生存制作', '生存', '冒险', '大型多人在线']",2025-06-10,2025-06-10,在《Dune: Awakening》这款大型多人生存游戏中从求生到实现壮举，并挑战帝国的力量。在沙虫的威胁中幸存下来，制作您的扑翼机，建造堡垒，在一个开放世界中与数百名玩家共享厄拉科斯，并攀登权力的顶峰。,未知,Funcom
CONERU -DIMENSION GIRL-,https://store.steampowered.com/app/2600700/CONERU_DIMENSION_GIRL/?snr=1_7_7_7000_150_3,2600700,149.0,119.2,94.0,95.0,[],"['独立', '动漫', '奔跑', '平台游戏', '彩色', '动作', '单人', '像素图形', '华丽格斗', '横向滚屏', '控制器', '动作角色扮演', '动作冒险', '复古', '2D 平台', '可爱', '休闲', '科幻', '赛博朋克', '2D']",2025-05-28,2025-05-28,"与次元少女科涅鲁一起踏上二次元动作约会之旅！这次，你的约会计划是抵御入侵新宿区的神秘外星组织""Hate Fruit Company""！",未知,HIKE Inc.
太鼓之达人 咚咚雷音祭,https://store.steampowered.com/app/2288630/_/?snr=1_7_7_7000_150_4,2288630,,,86.0,81.0,[],"['动漫', '类魂系列', '多人', '可爱', '休闲', '玩家对战', '节奏', '单人', '音乐', '困难']",2024-11-06,2024-11-06,「太鼓之达人」是一款跟着乐曲节奏敲打和太鼓的多元节奏游戏。 游戏里收录了卡通动画音乐及VOCALOID™ Music等多首乐曲及各种游戏模式。 无论是一人游玩还是线上游玩，尽情享受太鼓之达人吧！,未知,Bandai Namco Entertainment Inc.
勇者斗恶龙 创世小玩家 阿雷夫加尔德复兴记,https://store.steampowered.com/app/2436570/_/?snr=1_7_7_7000_150_4,2436570,240.0,144.0,88.0,88.0,[],"['角色自定义', '制作', '动漫', '平台游戏', '彩色', '动作', '第三人称', '角色扮演', '单人', '建造', '奇幻', '日系角色扮演', '可爱', '开放世界', '体素', '3D', '沙盒', '开放世界生存制作', '生存', '冒险']",2024-02-13,2024-02-13,方块创作型RPG《勇者斗恶龙 创世小玩家 阿雷夫加尔德复兴记》于Steam®登场，并新增便利的创造物品功能！舞台为广阔的“阿雷夫加尔德”的世界，这个世界由方块建构而成。在推进故事的同时，自由地创造专属于你自己的建筑或城镇，复兴“阿雷夫加尔德”！,未知,Square Enix
污痕圣杯：阿瓦隆的陨落,https://store.steampowered.com/app/1466060/_/?snr=1_7_7_7000_150_4,1466060,,,87.0,88.0,[],"['角色自定义', '非线性', '探索', '沉浸式', '动作', '生存恐怖', '第三人称', '沉浸式模拟', '角色扮演', '第一人称', '单人', '多结局', '黑暗奇幻', '动作角色扮演', '开放世界', '选择取向', '叙事', '第一人称射击', '冒险', '剧情丰富']",2025-05-23,2025-05-23,踏入一个将亚瑟王传说重新诠释的黑暗世界，体验这款第一人称开放世界的角色扮演游戏。探索一个永远沐浴在秋意中的大陆，见证传奇的衰落，并在错综复杂的故事中做出深远的选择。,未知,Awaken Realms
eFootball™,https://store.steampowered.com/app/1665460/eFootball/?snr=1_7_7_7000_150_4,1665460,,,47.0,65.0,[],"['动漫', '喜剧', '足球', '模拟', '体育', '欢乐', '多人', '本地多人', '单人', '网络梗', '本地合作', '在线合作', '控制器', '合作', '免费开玩', '拟真', '玩家对战', 'LGBTQ+', '暴力', '电竞']",2021-09-29,2021-09-29,全球总下载量已达8.5亿次的狂热足球游戏等你来体验！ 与世界各地的玩家一起玩eFootball™！,未知,KONAMI
Raft,https://store.steampowered.com/app/648800/Raft/?snr=1_7_7_7000_150_4,648800,,,93.0,90.0,[],"['独立', '制作', '模拟', '动作', '多人', '基地建设', '单人', '第一人称', '建造', '在线合作', '合作', '开放世界', '沙盒', '开放世界生存制作', '策略', '生存', '冒险', '抢先体验', '大型多人在线', '水底']",2022-06-20,2022-06-20,"Raft™ throws you and your friends into an epic oceanic adventure! Alone or together, players battle to survive a perilous voyage across a vast sea! Gather debris, scavenge reefs and build your own floating home, but be wary of the man-eating sharks!",未知,Axolot Games
都市传说解体中心,https://store.steampowered.com/app/2089600/_/?snr=1_7_7_7000_150_4,2089600,,,88.0,,[],[],2025-02-12,,未知,未知,未知
火花奇遇记：自动化冒险,https://store.steampowered.com/app/1817800/_/?snr=1_7_7_7000_150_4,1817800,179.45000000000002,118.4,87.0,,[],[],2025-05-27,,未知,未知,未知
WorldBox - God Simulator,https://store.steampowered.com/app/1206560/WorldBox__God_Simulator/?snr=1_7_7_7000_150_4,1206560,,,95.0,96.0,[],"['独立', '上帝模拟', '管理', '挂机游戏', '模拟', '放松', '生活模拟', '殖民模拟', '政治模拟', '中世纪', '政治', '像素图形', '建造', '奇幻', '人工智能', '程序生成', '破坏', '沙盒', '抢先体验', '神话']",2021-12-02,2021-12-02,WorldBox是一个上帝模拟器和沙盒游戏。创造你自己的世界或者用不同的力量摧毁它们。看着文明成长，建立王国，殖民开拓，驶向遥远的新大陆。城镇会造反，宏伟的帝国也有土崩瓦解的一天。你可以选择帮助他们或者遵循天意。,未知,Maxim Karpenko
Return of the Obra Dinn,https://store.steampowered.com/app/653530/Return_of_the_Obra_Dinn/?snr=1_7_7_7000_150_4,653530,115.0,77.05000000000001,96.0,97.0,[],"['独立', '悬疑', '黑色', '好评原声音轨', '氛围', '海盗', '推理', '剧情丰富', '单人', '第一人称', '恐怖', '多结局', '复古', '步行模拟', '暴力', '解谜', '冒险', '历史', '困难', '海军']",2018-10-18,2018-10-18,真善之舟奥伯拉丁号 ~ 于1803年在海上失踪。,未知,3909
猛兽派对,https://store.steampowered.com/app/1260320/_/?snr=1_7_7_7000_150_4,1260320,140.0,98.0,80.0,87.0,[],"['独立', '社交聚会', '团队导向', '欢乐', '动作', '多人', '本地多人', '社交聚会游戏', '本地合作', '在线合作', '3D 格斗', '动作冒险', '合作', '孩童', '可爱', '休闲', '4 人本地', '玩家对战', '格斗', '物理']",2023-09-20,2023-09-20,这是一款基于物理的多人派对游戏。选择你喜欢的小动物角色，和朋友们一起挑战其他玩家，或者展开激烈的对决吧！看到毛绒绒的小动物们你还不心动吗？,未知,Source Technology
Euro Truck Simulator 2,https://store.steampowered.com/app/227300/Euro_Truck_Simulator_2/?snr=1_7_7_7000_150_4,227300,,,97.0,96.0,[],"['独立', '氛围', '管理', '探索', '模拟', '放松', '经济', '多人', '沉浸式模拟', '第三人称', '驾驶', '控制器', '孩童', '开放世界', '拟真', '休闲', '可模组化', '汽车模拟', '交通运输', '冒险']",2012-10-12,2012-10-18,像公路之王一样在欧洲穿行， 将价值不菲的货物完美送抵远方！往返于英国，比利时，德国，意大利，荷兰，波兰等众多城市；您的耐力，技巧，速度都被您发挥到了极致！,未知,SCS Software
Revolution Idle,https://store.steampowered.com/app/2763740/Revolution_Idle/?snr=1_7_7_7000_150_4,2763740,,,84.0,83.0,[],"['模拟', '独立', '放松', '2D', '免费开玩', '休闲', '点击游戏', '自动化', '未来', '时空操控', '资源管理', '极简主义', '管理', '现代', '单人', '抢先体验', '挂机游戏']",2025-05-01,2025-05-01,加入一次体验，每一次革命都将您带入未知的更深处！《革命闲置》挑战您将您的累积器倍增，以达到无法想象的高度。您能够达到无限吗？,未知,Oni Gaming
奇异贤伴 爱达之歌,https://store.steampowered.com/app/1245480/_/?snr=1_7_7_7000_150_4,1245480,,,37.0,55.0,[],"['角色自定义', '动漫', '探索', '玩家对战环境', '动作', '多人', '第三人称射击', '射击', '撤离射击', '战术', '动作冒险', '刷宝射击游戏', '可爱', '玩家对战', '科幻', '女性主角', '3D', '机甲', '生存', '恋爱模拟']",2025-01-23,2025-01-23,“奇异贤伴 爱达之歌”是款让玩家驾驶机人，成为以搜集地球上稀有资源“AO结晶”为业的漂泊者。与贤士搭档AI一同对抗名为“终结者”的异形生物，并带回资源的撤离射击游戏。,未知,Bandai Namco Entertainment
首都高赛车,https://store.steampowered.com/app/2634950/_/?snr=1_7_7_7000_150_4,2634950,,,94.0,92.0,[],"['控制器', '街机', '车辆作战', '多人', '汽车模拟', '竞速', '战斗竞速', '开放世界', '好评原声音轨', '3D 平台', '驾驶', '单人', '抢先体验', '角色扮演', '3D']",2025-01-22,2025-01-22,"“首都高赛车"" 是一款以封闭的未来东京为背景的赛车游戏，在游戏中，驾驶自己定制的汽车在穿梭于城市的高速公路上争夺头名。",未知,"Genki Co.,Ltd."
赛博朋克 2077,https://store.steampowered.com/app/1091500/_2077/?snr=1_7_7_7000_150_4,1091500,,,85.0,,[],[],2020-12-09,,未知,未知,未知
Car Dealer Simulator,https://store.steampowered.com/app/2404880/Car_Dealer_Simulator/?snr=1_7_7_7000_150_4,2404880,112.55000000000001,101.25,75.0,75.0,[],"['独立', '电影式', '管理', '现代', '对话', '模拟', '贸易', '沉浸式模拟', '生活模拟', '驾驶', '第一人称', '美国', '单人', '孩童', '开放世界', '休闲', '拟真', '3D', '汽车模拟', '库存管理']",2025-05-29,2025-05-29,"Uncover a goldmine in the used car market! Sniff out deals, buy low, modify, and sell high. Your journey from amateur grease monkey to car dealer magnate awaits. How fast will you rise in this lucrative venture?",未知,Garage Monkeys
Cities: Skylines II,https://store.steampowered.com/app/949230/Cities_Skylines_II/?snr=1_7_7_7000_150_4,949230,,,53.0,52.0,[],"['好评原声音轨', '氛围', '城市营造', '管理', '模拟', '放松', '经济', '多人', '资源管理', '单人', '建造', '开放世界', '拟真', '休闲', '沙盒', '策略', '可模组化', '交通运输', '抢先体验', '模组']",2023-10-24,2023-10-24,通过有史以来最逼真的城市建造游戏，从头开始建设一座城市，并将其转变为繁荣的大都市。以前所未有的庞大规模进行建造，您的创意和问题解决能力都将面临全新层次的考验。利用深度模拟与生动运转的经济系统，您将能毫不设限地打造自己的世界。,未知,Paradox Interactive
